loss,mae,root_mean_squared_error,val_loss,val_mae,val_root_mean_squared_error
0.18369637429714203,0.145019069314003,0.2801129221916199,0.16902804374694824,0.1384151428937912,0.20019428431987762
0.11375170201063156,0.08835606276988983,0.2613982856273651,0.17908571660518646,0.14782200753688812,0.21654634177684784
0.09863878786563873,0.0752146914601326,0.26026540994644165,0.19898808002471924,0.16493463516235352,0.2437334656715393
0.08977914601564407,0.06686682254076004,0.2613045573234558,0.21401344239711761,0.18732015788555145,0.2596892714500427
0.0845486968755722,0.06234617158770561,0.2615438997745514,0.21760937571525574,0.1906358003616333,0.2628203332424164
0.0808630958199501,0.05948042497038841,0.2624557912349701,0.22034619748592377,0.19603511691093445,0.26428818702697754
0.07837420701980591,0.057508233934640884,0.2627382278442383,0.2237173169851303,0.20165635645389557,0.2638081908226013
0.07546958327293396,0.05535159632563591,0.2633649408817291,0.2204463928937912,0.19758841395378113,0.26162371039390564
0.07325877994298935,0.05346551537513733,0.2641998529434204,0.2095557153224945,0.1866610199213028,0.2508031725883484
0.07060109078884125,0.05152169615030289,0.26448169350624084,0.2002037614583969,0.17812354862689972,0.2403573989868164
0.06681867688894272,0.048609454184770584,0.2648623585700989,0.18993622064590454,0.16835249960422516,0.22825828194618225
0.06319916248321533,0.04603947699069977,0.2658776640892029,0.19950558245182037,0.17739872634410858,0.23796407878398895
0.05988897755742073,0.043404869735240936,0.26603221893310547,0.1718580424785614,0.1492794007062912,0.21135437488555908
0.0571688674390316,0.041338589042425156,0.2666603922843933,0.16229745745658875,0.1375240981578827,0.20694708824157715
0.05488544702529907,0.03949389234185219,0.2668290138244629,0.16117721796035767,0.13694821298122406,0.20829643309116364
0.05320942774415016,0.0384775847196579,0.2672799527645111,0.15377177298069,0.12762710452079773,0.20647896826267242
0.050927042961120605,0.03683681786060333,0.2682375907897949,0.14939862489700317,0.12386590987443924,0.2074577361345291
0.049526315182447433,0.03584253042936325,0.26815152168273926,0.14310133457183838,0.11659834533929825,0.20453302562236786
0.04766709730029106,0.03451550379395485,0.2682593762874603,0.13916464149951935,0.10991711169481277,0.21194522082805634
0.046360041946172714,0.03345648571848869,0.2685234546661377,0.13890862464904785,0.10895537585020065,0.21892400085926056
0.04519587382674217,0.03267965838313103,0.2686774730682373,0.1406671404838562,0.11073049902915955,0.22421257197856903
0.04436600208282471,0.03209264576435089,0.26878175139427185,0.13732828199863434,0.1132374107837677,0.21585802733898163
0.04364217072725296,0.03152908384799957,0.26906618475914,0.1321508139371872,0.10591667145490646,0.21494802832603455
0.04347030818462372,0.03133857995271683,0.2693037688732147,0.13168436288833618,0.10256139189004898,0.21932964026927948
0.04260236397385597,0.0308113731443882,0.26893776655197144,0.1333802491426468,0.10300563275814056,0.2213592678308487
0.041904713958501816,0.03034597635269165,0.26932892203330994,0.13235017657279968,0.10794798284769058,0.2132149487733841
0.04227674752473831,0.03050772286951542,0.2692117393016815,0.12736643850803375,0.10174708068370819,0.21438640356063843
0.0411575548350811,0.029699966311454773,0.2689318358898163,0.1268990933895111,0.10011624544858932,0.21567991375923157
0.04084419459104538,0.0294681154191494,0.26977404952049255,0.12598899006843567,0.10001789033412933,0.21346628665924072
0.040478333830833435,0.029177919030189514,0.269374817609787,0.13446593284606934,0.10341942310333252,0.22393521666526794
0.0406634621322155,0.02930251695215702,0.2694326639175415,0.128445103764534,0.10327025502920151,0.21234536170959473
0.039904769510030746,0.028746241703629494,0.2694338858127594,0.12763826549053192,0.10125388205051422,0.21241526305675507
0.03969402611255646,0.02858012169599533,0.2696473002433777,0.12727712094783783,0.10145504772663116,0.21480849385261536
0.03951156139373779,0.028629157692193985,0.269241064786911,0.12879623472690582,0.10179132223129272,0.21537716686725616
0.03909118101000786,0.0282286349684,0.2693254351615906,0.12883935868740082,0.10047675669193268,0.21701611578464508
0.03867492824792862,0.02786075882613659,0.26980090141296387,0.13099506497383118,0.10147114843130112,0.21741080284118652
0.03830463066697121,0.027667565271258354,0.2697882056236267,0.13050413131713867,0.10375522077083588,0.21552424132823944
0.03847426176071167,0.0276829544454813,0.2699680030345917,0.127065509557724,0.10124871879816055,0.210162952542305
0.03755847364664078,0.027118995785713196,0.2694971561431885,0.1310739666223526,0.10660438239574432,0.21224193274974823
0.0375138595700264,0.027092790231108665,0.26971739530563354,0.12839297950267792,0.10265674442052841,0.2092285007238388
0.03709792718291283,0.026807505637407303,0.2695293724536896,0.12478146702051163,0.09859422594308853,0.20687173306941986
0.036832209676504135,0.026591362431645393,0.26989439129829407,0.12650729715824127,0.0997886061668396,0.2110559493303299
