loss,mae,root_mean_squared_error,val_loss,val_mae,val_root_mean_squared_error
0.057385679334402084,0.04184862598776817,0.26690614223480225,0.14313988387584686,0.11177864670753479,0.19912567734718323
0.05569969862699509,0.04062441736459732,0.26755303144454956,0.15505801141262054,0.12331201136112213,0.20490886270999908
0.05328046530485153,0.03874742612242699,0.26773786544799805,0.14213654398918152,0.11195328086614609,0.1999744325876236
0.05184072628617287,0.037757765501737595,0.26802965998649597,0.14020010828971863,0.11257322132587433,0.19692188501358032
0.05131915584206581,0.0373348630964756,0.2682022452354431,0.15460771322250366,0.12415867298841476,0.20276539027690887
0.04991216957569122,0.03611632063984871,0.2678922414779663,0.13781754672527313,0.11113373190164566,0.19713208079338074
0.04820758476853371,0.03506236895918846,0.2684341073036194,0.13149410486221313,0.10369229316711426,0.18906733393669128
0.047700412571430206,0.03452850878238678,0.2685622274875641,0.1313146948814392,0.10448652505874634,0.19580040872097015
0.04610166698694229,0.03352471441030502,0.26904264092445374,0.13020718097686768,0.10412994772195816,0.19543704390525818
0.045217566192150116,0.033025775104761124,0.2688007652759552,0.1302533596754074,0.10436435043811798,0.19768689572811127
0.04454754665493965,0.03239983320236206,0.2689054608345032,0.1269121617078781,0.10231919586658478,0.20171457529067993
0.04350738972425461,0.031709831207990646,0.2694064676761627,0.12144216895103455,0.09542066603899002,0.1951598823070526
0.04316486045718193,0.03144633024930954,0.26873865723609924,0.12197762727737427,0.09562639147043228,0.19416958093643188
0.04211786016821861,0.030806509777903557,0.2692638039588928,0.11976179480552673,0.09381523728370667,0.19649916887283325
0.0421503484249115,0.03054429590702057,0.26915889978408813,0.12732551991939545,0.10119854658842087,0.20121023058891296
0.0416017547249794,0.03028772957623005,0.26907435059547424,0.12447984516620636,0.0977926105260849,0.19825702905654907
0.04077326878905296,0.02974107675254345,0.26936542987823486,0.12859827280044556,0.10191088169813156,0.20205068588256836
0.04053931310772896,0.0295103769749403,0.26874732971191406,0.12591204047203064,0.09852609783411026,0.19485577940940857
0.04012320190668106,0.0292198546230793,0.2694505751132965,0.12417929619550705,0.09785182774066925,0.19956187903881073
0.04003700986504555,0.02914690226316452,0.26916736364364624,0.12247592955827713,0.09575565904378891,0.1976107358932495
0.03959359601140022,0.028766706585884094,0.26982539892196655,0.13017350435256958,0.10504323989152908,0.20424382388591766
0.03933452442288399,0.028577301651239395,0.269500732421875,0.12307033687829971,0.09649206697940826,0.1982012242078781
0.03885282203555107,0.02825099788606167,0.2693432867527008,0.12311986088752747,0.09637093544006348,0.1981232762336731
0.03898723050951958,0.02834155783057213,0.2698201835155487,0.12361200898885727,0.09628283232450485,0.1962735652923584
0.03835074603557587,0.02786910906434059,0.26939964294433594,0.12358524650335312,0.09723782539367676,0.19960343837738037
0.0389586016535759,0.02823122777044773,0.26956915855407715,0.12386732548475266,0.0970287099480629,0.19800220429897308
0.0373963862657547,0.027295315638184547,0.26919394731521606,0.12038791924715042,0.09405232220888138,0.20121720433235168
0.03814749792218208,0.02775486558675766,0.26955145597457886,0.12552469968795776,0.09872788935899734,0.19854123890399933
0.037427809089422226,0.027190495282411575,0.26994219422340393,0.12759484350681305,0.10179397463798523,0.20068912208080292
0.03703024238348007,0.026812635362148285,0.26986265182495117,0.12309346348047256,0.09686093032360077,0.20139439404010773
0.037125296890735626,0.026943795382976532,0.26948249340057373,0.12534670531749725,0.09907177835702896,0.20039866864681244
0.0367775522172451,0.026644673198461533,0.26982325315475464,0.12249484658241272,0.09621543437242508,0.19915544986724854
0.03670574724674225,0.026654180139303207,0.2700381875038147,0.12318060547113419,0.09637133032083511,0.19777458906173706
0.0364069864153862,0.026408176869153976,0.26985934376716614,0.12508699297904968,0.0998159795999527,0.20246946811676025
